Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
30428,22-06-2023 11:00,06-21-2023 19:00,22-06-2023 00:50,Bangalore South,248,TRAFFIC VIOLATION,60,F,Blunt Object,Traffic Fatality,4,Yes,14-07-2023 11:00
30437,23-06-2023 14:00,06-22-2023 04:00,22-06-2023 18:36,Bangalore East,440,BURGLARY,60,F,Explosives,Other Crime,17,Yes,12-08-2023 14:00
30441,23-06-2023 12:00,06-22-2023 08:00,22-06-2023 19:40,Bangalore North,199,ASSAULT,65,F,Blunt Object,Violent Crime,16,Yes,05-08-2023 12:00
30444,23-06-2023 15:00,06-22-2023 11:00,23-06-2023 08:38,Bangalore South,426,VEHICLE - STOLEN,56,F,Blunt Object,Violent Crime,19,No,
30485,25-06-2023 14:00,06-24-2023 04:00,24-06-2023 09:26,Bangalore West,392,IDENTITY THEFT,74,M,Other,Violent Crime,14,Yes,31-08-2023 14:00
30497,25-06-2023 10:00,06-24-2023 16:00,24-06-2023 16:57,Bangalore West,393,VANDALISM,15,F,Knife,Other Crime,4,No,
30509,25-06-2023 05:00,06-25-2023 04:00,25-06-2023 08:36,Bangalore West,384,PUBLIC INTOXICATION,52,M,Firearm,Other Crime,15,No,
30515,27-06-2023 19:00,06-25-2023 10:00,26-06-2023 08:21,Bangalore West,197,TRAFFIC VIOLATION,55,F,Blunt Object,Traffic Fatality,10,No,
30521,26-06-2023 23:00,06-25-2023 16:00,26-06-2023 00:42,Bangalore West,529,SHOPLIFTING,49,F,Explosives,Other Crime,13,Yes,22-08-2023 23:00
30522,25-06-2023 18:00,06-25-2023 17:00,26-06-2023 06:35,Bangalore South,476,FRAUD,36,F,Explosives,Other Crime,16,No,
30545,27-06-2023 11:00,06-26-2023 16:00,27-06-2023 04:29,Bangalore South,234,DRUG OFFENSE,19,F,Other,Other Crime,12,Yes,09-07-2023 11:00
30556,29-06-2023 07:00,06-27-2023 03:00,27-06-2023 07:31,Bangalore South,426,ASSAULT,53,F,Poison,Violent Crime,11,Yes,09-09-2023 07:00
30567,28-06-2023 14:00,06-27-2023 14:00,27-06-2023 19:55,Bangalore North,345,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,18,Yes,12-09-2023 14:00
30572,28-06-2023 09:00,06-27-2023 19:00,27-06-2023 19:14,Bangalore South,587,PUBLIC INTOXICATION,13,M,None,Other Crime,7,No,
30576,28-06-2023 05:00,06-27-2023 23:00,28-06-2023 10:21,Bangalore West,500,ILLEGAL POSSESSION,64,M,Other,Other Crime,19,Yes,10-07-2023 05:00
30585,29-06-2023 05:00,06-28-2023 08:00,28-06-2023 16:10,Bangalore West,372,HOMICIDE,22,F,Poison,Other Crime,9,Yes,16-03-2025 05:00
30588,30-06-2023 07:00,06-28-2023 11:00,29-06-2023 01:20,Bangalore West,297,VANDALISM,10,M,Blunt Object,Other Crime,15,Yes,27-08-2023 07:00
30590,29-06-2023 21:00,06-28-2023 13:00,29-06-2023 05:51,Bangalore South,502,HOMICIDE,61,F,None,Other Crime,12,Yes,20-05-2025 21:00
30594,29-06-2023 20:00,06-28-2023 17:00,28-06-2023 23:35,Bangalore East,300,BURGLARY,11,F,Explosives,Other Crime,17,Yes,11-09-2023 20:00
30595,29-06-2023 02:00,06-28-2023 18:00,28-06-2023 18:57,Bangalore East,278,ARSON,61,F,Other,Fire Accident,4,Yes,16-08-2023 02:00
30600,01-07-2023 02:00,06-28-2023 23:00,29-06-2023 14:24,Bangalore East,139,ILLEGAL POSSESSION,12,F,Poison,Other Crime,11,Yes,31-07-2023 02:00
30610,29-06-2023 10:00,06-29-2023 09:00,29-06-2023 20:08,Bangalore North,525,FRAUD,48,F,Other,Other Crime,5,Yes,26-08-2023 10:00
30612,30-06-2023 16:00,06-29-2023 11:00,29-06-2023 23:28,Bangalore South,526,ARSON,50,F,Knife,Fire Accident,13,Yes,30-08-2023 16:00
30659,01-07-2023 23:00,07-01-2023 10:00,01-07-2023 10:27,Bangalore North,265,EXTORTION,32,M,Firearm,Other Crime,1,Yes,09-07-2023 23:00
30669,02-07-2023 04:00,07-01-2023 20:00,01-07-2023 20:08,Bangalore East,283,PUBLIC INTOXICATION,73,M,Knife,Other Crime,13,Yes,25-07-2023 04:00
30672,04-07-2023 15:00,07-01-2023 23:00,02-07-2023 06:13,Bangalore West,228,SEXUAL ASSAULT,67,M,None,Violent Crime,19,Yes,21-09-2024 15:00
30681,03-07-2023 12:00,07-02-2023 08:00,02-07-2023 12:29,Bangalore East,453,FRAUD,53,F,Poison,Other Crime,12,No,
30712,04-07-2023 11:00,07-03-2023 15:00,04-07-2023 06:32,Bangalore East,302,ILLEGAL POSSESSION,67,F,Firearm,Other Crime,1,Yes,13-08-2023 11:00
30717,05-07-2023 07:00,07-03-2023 20:00,04-07-2023 09:44,Bangalore North,354,BURGLARY,35,F,Poison,Other Crime,8,Yes,08-10-2023 07:00
30743,05-07-2023 02:00,07-04-2023 22:00,05-07-2023 13:36,Bangalore East,420,ARSON,27,F,Explosives,Fire Accident,15,No,
30775,07-07-2023 02:00,07-06-2023 06:00,06-07-2023 21:50,Bangalore South,343,VEHICLE - STOLEN,50,F,None,Violent Crime,12,No,
30782,08-07-2023 18:00,07-06-2023 13:00,07-07-2023 03:13,Bangalore South,205,ROBBERY,78,M,Other,Violent Crime,17,No,
30796,08-07-2023 17:00,07-07-2023 03:00,07-07-2023 04:45,Bangalore East,564,EXTORTION,60,F,Explosives,Other Crime,15,Yes,18-08-2023 17:00
30799,08-07-2023 11:00,07-07-2023 06:00,07-07-2023 12:25,Bangalore North,139,ASSAULT,20,M,Knife,Violent Crime,11,No,
30801,09-07-2023 19:00,07-07-2023 08:00,08-07-2023 05:41,Bangalore West,388,VANDALISM,54,F,Knife,Other Crime,14,Yes,23-08-2023 19:00
30835,09-07-2023 06:00,07-08-2023 18:00,09-07-2023 07:06,Bangalore North,382,ARSON,76,M,None,Fire Accident,4,No,
30846,10-07-2023 11:00,07-09-2023 05:00,10-07-2023 01:49,Bangalore West,302,FIREARM OFFENSE,38,M,Firearm,Fire Accident,7,No,
30869,11-07-2023 03:00,07-10-2023 04:00,10-07-2023 16:52,Bangalore North,112,COUNTERFEITING,28,F,None,Other Crime,15,Yes,23-08-2023 03:00
30876,10-07-2023 18:00,07-10-2023 11:00,11-07-2023 04:33,Bangalore South,362,PUBLIC INTOXICATION,50,F,Blunt Object,Other Crime,6,Yes,18-07-2023 18:00
30892,12-07-2023 18:00,07-11-2023 03:00,11-07-2023 20:22,Bangalore North,476,TRAFFIC VIOLATION,11,F,None,Traffic Fatality,13,Yes,23-07-2023 18:00
30897,12-07-2023 09:00,07-11-2023 08:00,11-07-2023 14:02,Bangalore East,320,SHOPLIFTING,69,F,Other,Other Crime,13,No,
30914,12-07-2023 12:00,07-12-2023 01:00,12-07-2023 04:36,Bangalore South,474,FIREARM OFFENSE,66,F,None,Fire Accident,18,No,
30932,13-07-2023 09:00,07-12-2023 19:00,13-07-2023 18:30,Bangalore East,591,FRAUD,33,M,Explosives,Other Crime,18,No,
30933,14-07-2023 15:00,07-12-2023 20:00,13-07-2023 06:02,Bangalore West,142,ROBBERY,77,F,Knife,Violent Crime,2,Yes,03-12-2023 15:00
30936,13-07-2023 10:00,07-12-2023 23:00,13-07-2023 09:31,Bangalore West,100,FRAUD,31,F,Poison,Other Crime,3,No,
30940,15-07-2023 13:00,07-13-2023 03:00,13-07-2023 04:10,Bangalore East,561,ASSAULT,50,F,Firearm,Violent Crime,13,Yes,03-10-2023 13:00
30946,15-07-2023 01:00,07-13-2023 09:00,14-07-2023 00:11,Bangalore East,145,COUNTERFEITING,28,F,Blunt Object,Other Crime,14,No,
30957,15-07-2023 23:00,07-13-2023 20:00,14-07-2023 17:47,Bangalore West,468,KIDNAPPING,40,M,Firearm,Other Crime,15,Yes,26-08-2023 23:00
30960,14-07-2023 15:00,07-13-2023 23:00,14-07-2023 03:01,Bangalore North,554,FRAUD,71,F,Blunt Object,Other Crime,13,No,
30961,14-07-2023 18:00,07-14-2023 00:00,14-07-2023 08:33,Bangalore South,495,BURGLARY,55,F,Blunt Object,Other Crime,9,No,
30972,16-07-2023 21:00,07-14-2023 11:00,14-07-2023 21:38,Bangalore East,214,ASSAULT,39,F,Explosives,Violent Crime,9,No,
30978,15-07-2023 00:00,07-14-2023 17:00,15-07-2023 11:06,Bangalore North,557,PUBLIC INTOXICATION,54,M,Blunt Object,Other Crime,6,Yes,11-08-2023 00:00
30989,16-07-2023 08:00,07-15-2023 04:00,15-07-2023 04:40,Bangalore West,383,EXTORTION,67,F,None,Other Crime,14,No,
31004,17-07-2023 06:00,07-15-2023 19:00,16-07-2023 12:52,Bangalore East,194,KIDNAPPING,10,M,Explosives,Other Crime,14,Yes,01-10-2023 06:00
31008,17-07-2023 06:00,07-15-2023 23:00,16-07-2023 12:03,Bangalore West,404,ROBBERY,54,F,None,Violent Crime,7,Yes,14-12-2023 06:00
31012,16-07-2023 22:00,07-16-2023 03:00,16-07-2023 03:21,Bangalore West,424,DRUG OFFENSE,75,F,Other,Other Crime,5,Yes,23-07-2023 22:00
31020,19-07-2023 05:00,07-16-2023 11:00,16-07-2023 22:02,Bangalore South,376,TRAFFIC VIOLATION,74,M,Poison,Traffic Fatality,1,No,
31027,19-07-2023 04:00,07-16-2023 18:00,17-07-2023 00:00,Bangalore West,582,DOMESTIC VIOLENCE,43,M,Explosives,Violent Crime,16,Yes,02-10-2023 04:00
31028,17-07-2023 15:00,07-16-2023 19:00,17-07-2023 10:10,Bangalore East,120,PUBLIC INTOXICATION,66,F,Blunt Object,Other Crime,9,No,
31039,18-07-2023 03:00,07-17-2023 06:00,17-07-2023 09:37,Bangalore West,520,EXTORTION,68,M,Poison,Other Crime,8,No,
31041,20-07-2023 02:00,07-17-2023 08:00,17-07-2023 20:41,Bangalore North,464,FRAUD,72,F,Blunt Object,Other Crime,5,Yes,05-10-2023 02:00
31050,18-07-2023 10:00,07-17-2023 17:00,17-07-2023 21:45,Bangalore North,440,ROBBERY,66,F,None,Violent Crime,17,No,
31051,18-07-2023 18:00,07-17-2023 18:00,18-07-2023 06:19,Bangalore South,187,EXTORTION,38,M,Other,Other Crime,4,No,
31056,18-07-2023 20:00,07-17-2023 23:00,18-07-2023 02:41,Bangalore North,344,COUNTERFEITING,52,F,Knife,Other Crime,2,Yes,20-08-2023 20:00
31058,19-07-2023 02:00,07-18-2023 01:00,18-07-2023 19:14,Bangalore North,308,FRAUD,58,F,Knife,Other Crime,13,Yes,08-09-2023 02:00
31072,19-07-2023 18:00,07-18-2023 15:00,19-07-2023 04:37,Bangalore West,132,BURGLARY,62,F,Blunt Object,Other Crime,5,No,
31092,22-07-2023 08:00,07-19-2023 11:00,19-07-2023 19:29,Bangalore South,582,COUNTERFEITING,29,M,None,Other Crime,18,Yes,04-10-2023 08:00
31102,20-07-2023 18:00,07-19-2023 21:00,20-07-2023 04:17,Bangalore South,461,COUNTERFEITING,52,M,Blunt Object,Other Crime,14,No,
31115,22-07-2023 10:00,07-20-2023 10:00,20-07-2023 20:45,Bangalore North,284,ILLEGAL POSSESSION,61,F,Poison,Other Crime,11,No,
31134,23-07-2023 02:00,07-21-2023 05:00,21-07-2023 17:03,Bangalore North,220,EXTORTION,64,F,Poison,Other Crime,9,No,
31149,22-07-2023 21:00,07-21-2023 20:00,22-07-2023 04:55,Bangalore South,172,DRUG OFFENSE,14,M,Firearm,Other Crime,17,Yes,31-08-2023 21:00
31173,25-07-2023 17:00,07-22-2023 20:00,23-07-2023 11:20,Bangalore South,182,EXTORTION,31,F,None,Other Crime,17,No,
31193,25-07-2023 15:00,07-23-2023 16:00,23-07-2023 17:05,Bangalore North,461,ARSON,41,F,Poison,Fire Accident,16,No,
31218,26-07-2023 07:00,07-24-2023 17:00,25-07-2023 13:52,Bangalore East,560,FIREARM OFFENSE,67,F,Other,Fire Accident,17,No,
31249,28-07-2023 14:00,07-26-2023 00:00,26-07-2023 00:39,Bangalore West,116,EXTORTION,33,F,Blunt Object,Other Crime,1,No,
31256,28-07-2023 17:00,07-26-2023 07:00,26-07-2023 11:49,Bangalore East,328,VANDALISM,46,F,Knife,Other Crime,10,Yes,23-10-2023 17:00
31260,28-07-2023 11:00,07-26-2023 11:00,27-07-2023 09:02,Bangalore North,536,VEHICLE - STOLEN,25,M,Firearm,Violent Crime,19,Yes,15-08-2023 11:00
31274,28-07-2023 09:00,07-27-2023 01:00,27-07-2023 09:25,Bangalore North,239,VEHICLE - STOLEN,23,F,Explosives,Violent Crime,16,Yes,22-08-2023 09:00
31286,27-07-2023 18:00,07-27-2023 13:00,28-07-2023 09:08,Bangalore South,527,SEXUAL ASSAULT,18,F,Firearm,Violent Crime,6,No,
31292,28-07-2023 17:00,07-27-2023 19:00,28-07-2023 10:17,Bangalore South,347,COUNTERFEITING,62,M,Other,Other Crime,7,Yes,14-08-2023 17:00
31300,28-07-2023 20:00,07-28-2023 03:00,28-07-2023 07:04,Bangalore North,271,HOMICIDE,65,M,Explosives,Other Crime,6,No,
31311,29-07-2023 09:00,07-28-2023 14:00,28-07-2023 18:00,Bangalore West,397,KIDNAPPING,43,F,Other,Other Crime,7,Yes,05-10-2023 09:00
31316,29-07-2023 13:00,07-28-2023 19:00,29-07-2023 18:48,Bangalore North,423,COUNTERFEITING,45,M,None,Other Crime,12,Yes,23-10-2023 13:00
31334,31-07-2023 21:00,07-29-2023 13:00,29-07-2023 13:17,Bangalore North,125,KIDNAPPING,74,M,Explosives,Other Crime,9,No,
31341,01-08-2023 00:00,07-29-2023 20:00,30-07-2023 17:48,Bangalore North,474,ASSAULT,36,F,Poison,Violent Crime,6,Yes,05-10-2023 00:00
31343,30-07-2023 18:00,07-29-2023 22:00,30-07-2023 01:18,Bangalore North,227,DRUG OFFENSE,13,F,Poison,Other Crime,2,Yes,27-09-2023 18:00
31386,01-08-2023 04:00,07-31-2023 17:00,01-08-2023 16:16,Bangalore East,147,COUNTERFEITING,18,F,Other,Other Crime,14,No,
31387,01-08-2023 15:00,07-31-2023 18:00,01-08-2023 03:08,Bangalore South,202,KIDNAPPING,52,M,Other,Other Crime,8,No,
31449,05-08-2023 13:00,08-03-2023 08:00,03-08-2023 09:56,Bangalore North,223,CYBERCRIME,21,F,None,Other Crime,12,Yes,29-09-2023 13:00
31470,05-08-2023 05:00,08-04-2023 05:00,04-08-2023 23:03,Bangalore West,124,ROBBERY,36,M,Explosives,Violent Crime,4,No,
31485,05-08-2023 21:00,08-04-2023 20:00,05-08-2023 15:13,Bangalore North,179,FIREARM OFFENSE,59,M,Other,Fire Accident,15,No,
31487,05-08-2023 23:00,08-04-2023 22:00,05-08-2023 17:59,Bangalore East,482,TRAFFIC VIOLATION,66,M,Poison,Traffic Fatality,6,Yes,25-08-2023 23:00
31526,06-08-2023 20:00,08-06-2023 13:00,06-08-2023 14:25,Bangalore East,370,CYBERCRIME,11,M,Firearm,Other Crime,19,Yes,07-10-2023 20:00
31528,07-08-2023 14:00,08-06-2023 15:00,06-08-2023 18:28,Bangalore West,102,ASSAULT,26,F,Poison,Violent Crime,19,Yes,25-10-2023 14:00
31531,07-08-2023 19:00,08-06-2023 18:00,06-08-2023 22:53,Bangalore East,555,FIREARM OFFENSE,30,F,Explosives,Fire Accident,13,Yes,08-10-2023 19:00
31550,08-08-2023 01:00,08-07-2023 13:00,07-08-2023 15:09,Bangalore South,369,SEXUAL ASSAULT,43,M,None,Violent Crime,17,Yes,16-05-2024 01:00
31567,10-08-2023 09:00,08-08-2023 06:00,08-08-2023 23:28,Bangalore South,324,DRUG OFFENSE,64,F,Other,Other Crime,12,No,
31573,08-08-2023 21:00,08-08-2023 12:00,09-08-2023 02:12,Bangalore East,319,COUNTERFEITING,51,F,Blunt Object,Other Crime,5,Yes,08-10-2023 21:00
31577,11-08-2023 00:00,08-08-2023 16:00,09-08-2023 15:52,Bangalore West,259,ILLEGAL POSSESSION,22,F,Poison,Other Crime,1,Yes,29-10-2023 00:00
31582,08-08-2023 22:00,08-08-2023 21:00,09-08-2023 20:29,Bangalore East,296,ILLEGAL POSSESSION,21,M,None,Other Crime,2,No,
31607,12-08-2023 02:00,08-09-2023 22:00,10-08-2023 11:00,Bangalore East,130,HOMICIDE,69,M,None,Other Crime,5,No,
31618,11-08-2023 01:00,08-10-2023 09:00,11-08-2023 01:48,Bangalore North,459,SEXUAL ASSAULT,43,F,Explosives,Violent Crime,14,Yes,14-02-2025 01:00
31619,13-08-2023 08:00,08-10-2023 10:00,10-08-2023 18:49,Bangalore South,147,DOMESTIC VIOLENCE,35,F,Blunt Object,Violent Crime,17,No,
31627,11-08-2023 16:00,08-10-2023 18:00,11-08-2023 02:02,Bangalore South,301,ILLEGAL POSSESSION,14,F,Firearm,Other Crime,10,Yes,18-10-2023 16:00
31650,11-08-2023 18:00,08-11-2023 17:00,12-08-2023 08:02,Bangalore South,156,PUBLIC INTOXICATION,76,M,Blunt Object,Other Crime,2,Yes,01-09-2023 18:00
31657,14-08-2023 17:00,08-12-2023 00:00,12-08-2023 13:10,Bangalore North,530,SEXUAL ASSAULT,64,F,Explosives,Violent Crime,11,No,
31662,14-08-2023 01:00,08-12-2023 05:00,12-08-2023 20:58,Bangalore East,561,ROBBERY,44,F,Poison,Violent Crime,15,No,
31672,15-08-2023 03:00,08-12-2023 15:00,13-08-2023 02:09,Bangalore West,378,CYBERCRIME,63,F,Poison,Other Crime,11,Yes,07-11-2023 03:00
31681,14-08-2023 12:00,08-13-2023 00:00,13-08-2023 19:25,Bangalore North,207,TRAFFIC VIOLATION,47,F,Knife,Traffic Fatality,12,Yes,06-09-2023 12:00
31687,14-08-2023 17:00,08-13-2023 06:00,13-08-2023 07:47,Bangalore North,330,SHOPLIFTING,56,F,Explosives,Other Crime,13,Yes,28-09-2023 17:00
31691,14-08-2023 16:00,08-13-2023 10:00,13-08-2023 19:54,Bangalore South,100,DRUG OFFENSE,71,F,Other,Other Crime,15,No,
31692,15-08-2023 20:00,08-13-2023 11:00,14-08-2023 09:09,Bangalore East,445,HOMICIDE,23,F,Blunt Object,Other Crime,1,No,
31698,13-08-2023 22:00,08-13-2023 17:00,13-08-2023 21:02,Bangalore South,271,SHOPLIFTING,72,F,Firearm,Other Crime,18,No,
31699,16-08-2023 00:00,08-13-2023 18:00,14-08-2023 10:13,Bangalore East,220,HOMICIDE,37,F,Blunt Object,Other Crime,9,No,
31721,16-08-2023 22:00,08-14-2023 16:00,15-08-2023 11:30,Bangalore East,171,VEHICLE - STOLEN,38,M,Poison,Violent Crime,10,No,
31732,15-08-2023 19:00,08-15-2023 03:00,15-08-2023 04:52,Bangalore South,223,TRAFFIC VIOLATION,60,F,Firearm,Traffic Fatality,19,No,
31771,17-08-2023 23:00,08-16-2023 18:00,16-08-2023 19:07,Bangalore North,408,HOMICIDE,26,F,Poison,Other Crime,1,No,
31775,19-08-2023 10:00,08-16-2023 22:00,17-08-2023 09:34,Bangalore East,340,EXTORTION,44,M,Other,Other Crime,9,Yes,30-08-2023 10:00
31777,19-08-2023 00:00,08-17-2023 00:00,17-08-2023 23:41,Bangalore West,539,EXTORTION,28,M,Firearm,Other Crime,8,Yes,03-09-2023 00:00
31789,18-08-2023 10:00,08-17-2023 12:00,18-08-2023 11:49,Bangalore South,145,COUNTERFEITING,57,M,None,Other Crime,3,No,
31796,19-08-2023 18:00,08-17-2023 19:00,18-08-2023 02:54,Bangalore East,591,VANDALISM,64,M,Poison,Other Crime,11,No,
31810,19-08-2023 22:00,08-18-2023 09:00,19-08-2023 07:02,Bangalore North,130,VEHICLE - STOLEN,71,F,Poison,Violent Crime,12,Yes,12-10-2023 22:00
31817,19-08-2023 22:00,08-18-2023 16:00,18-08-2023 23:36,Bangalore East,315,COUNTERFEITING,72,M,Blunt Object,Other Crime,9,No,
31821,19-08-2023 12:00,08-18-2023 20:00,19-08-2023 18:11,Bangalore West,528,CYBERCRIME,74,F,Explosives,Other Crime,1,Yes,13-09-2023 12:00
31823,20-08-2023 00:00,08-18-2023 22:00,19-08-2023 11:03,Bangalore East,119,FIREARM OFFENSE,33,F,Other,Fire Accident,13,Yes,03-11-2023 00:00
31833,20-08-2023 07:00,08-19-2023 08:00,19-08-2023 22:02,Bangalore South,362,DOMESTIC VIOLENCE,59,M,Knife,Violent Crime,2,No,
31842,22-08-2023 05:00,08-19-2023 17:00,20-08-2023 06:45,Bangalore North,116,COUNTERFEITING,50,F,Other,Other Crime,13,Yes,08-11-2023 05:00
31845,20-08-2023 04:00,08-19-2023 20:00,20-08-2023 09:12,Bangalore East,330,HOMICIDE,29,F,Explosives,Other Crime,5,Yes,29-06-2024 04:00
31847,21-08-2023 23:00,08-19-2023 22:00,20-08-2023 17:24,Bangalore East,546,ASSAULT,34,M,Blunt Object,Violent Crime,17,Yes,12-11-2023 23:00
31886,24-08-2023 02:00,08-21-2023 13:00,22-08-2023 03:38,Bangalore North,403,SHOPLIFTING,33,F,Firearm,Other Crime,18,No,
31891,22-08-2023 14:00,08-21-2023 18:00,21-08-2023 22:21,Bangalore East,518,CYBERCRIME,14,F,Firearm,Other Crime,5,No,
31900,22-08-2023 09:00,08-22-2023 03:00,23-08-2023 00:37,Bangalore South,451,ASSAULT,23,F,Explosives,Violent Crime,16,Yes,09-11-2023 09:00
31914,24-08-2023 12:00,08-22-2023 17:00,23-08-2023 01:50,Bangalore East,260,ASSAULT,15,F,None,Violent Crime,1,Yes,19-11-2023 12:00
31916,23-08-2023 03:00,08-22-2023 19:00,23-08-2023 17:33,Bangalore North,112,ARSON,43,F,Knife,Fire Accident,8,No,
31944,25-08-2023 13:00,08-23-2023 23:00,24-08-2023 14:32,Bangalore North,216,HOMICIDE,14,F,None,Other Crime,11,No,
31951,25-08-2023 19:00,08-24-2023 06:00,25-08-2023 05:06,Bangalore South,201,ARSON,55,M,Firearm,Fire Accident,9,No,
31956,26-08-2023 17:00,08-24-2023 11:00,24-08-2023 11:20,Bangalore North,251,COUNTERFEITING,40,M,Knife,Other Crime,8,Yes,18-09-2023 17:00
31978,26-08-2023 04:00,08-25-2023 09:00,25-08-2023 16:21,Bangalore North,573,COUNTERFEITING,28,F,None,Other Crime,12,No,
31982,25-08-2023 21:00,08-25-2023 13:00,26-08-2023 04:05,Bangalore North,158,VEHICLE - STOLEN,56,F,Explosives,Violent Crime,2,No,
31990,26-08-2023 06:00,08-25-2023 21:00,26-08-2023 11:10,Bangalore East,382,DRUG OFFENSE,73,F,Explosives,Other Crime,13,Yes,09-10-2023 06:00
31999,29-08-2023 04:00,08-26-2023 06:00,26-08-2023 07:56,Bangalore North,193,VEHICLE - STOLEN,52,F,Explosives,Violent Crime,9,Yes,05-09-2023 04:00
32000,28-08-2023 09:00,08-26-2023 07:00,26-08-2023 15:38,Bangalore North,302,VANDALISM,69,F,Poison,Other Crime,9,No,
32029,29-08-2023 22:00,08-27-2023 12:00,27-08-2023 13:45,Bangalore East,157,FIREARM OFFENSE,60,F,Blunt Object,Fire Accident,19,Yes,30-10-2023 22:00
32049,29-08-2023 16:00,08-28-2023 08:00,28-08-2023 17:43,Bangalore West,110,VEHICLE - STOLEN,22,F,Explosives,Violent Crime,15,Yes,11-09-2023 16:00
32083,30-08-2023 12:00,08-29-2023 18:00,30-08-2023 08:34,Bangalore West,105,ARSON,59,F,Firearm,Fire Accident,7,No,
32090,30-08-2023 12:00,08-30-2023 01:00,30-08-2023 09:53,Bangalore East,231,VEHICLE - STOLEN,41,M,Other,Violent Crime,12,No,
32096,31-08-2023 07:00,08-30-2023 07:00,30-08-2023 19:55,Bangalore East,420,SEXUAL ASSAULT,35,F,None,Violent Crime,8,Yes,15-02-2025 07:00
32097,30-08-2023 10:00,08-30-2023 08:00,30-08-2023 16:15,Bangalore West,494,TRAFFIC VIOLATION,63,F,Other,Traffic Fatality,6,No,
32114,31-08-2023 17:00,08-31-2023 01:00,31-08-2023 22:09,Bangalore South,555,ARSON,39,M,Explosives,Fire Accident,2,No,
32131,31-08-2023 20:00,08-31-2023 18:00,01-09-2023 12:06,Bangalore South,571,EXTORTION,50,M,Firearm,Other Crime,10,No,
32182,03-09-2023 05:00,09-02-2023 21:00,03-09-2023 01:19,Bangalore South,243,IDENTITY THEFT,16,M,Other,Violent Crime,1,Yes,18-09-2023 05:00
32195,03-09-2023 21:00,09-03-2023 10:00,04-09-2023 00:35,Bangalore West,410,ILLEGAL POSSESSION,50,M,Other,Other Crime,8,No,
32201,06-09-2023 08:00,09-03-2023 16:00,04-09-2023 06:11,Bangalore South,232,VEHICLE - STOLEN,32,F,None,Violent Crime,18,Yes,29-10-2023 08:00
32214,06-09-2023 15:00,09-04-2023 05:00,04-09-2023 06:05,Bangalore North,299,SEXUAL ASSAULT,44,F,None,Violent Crime,10,No,
32247,05-09-2023 22:00,09-05-2023 14:00,06-09-2023 04:47,Bangalore South,158,VEHICLE - STOLEN,54,M,Other,Violent Crime,18,Yes,22-09-2023 22:00
32252,07-09-2023 07:00,09-05-2023 19:00,06-09-2023 17:53,Bangalore North,163,BURGLARY,64,F,Knife,Other Crime,2,No,
32255,07-09-2023 05:00,09-05-2023 22:00,06-09-2023 01:12,Bangalore East,519,TRAFFIC VIOLATION,43,M,Knife,Traffic Fatality,15,Yes,11-09-2023 05:00
32279,09-09-2023 08:00,09-06-2023 22:00,07-09-2023 00:26,Bangalore North,551,BURGLARY,47,M,None,Other Crime,6,No,
32280,08-09-2023 01:00,09-06-2023 23:00,07-09-2023 21:44,Bangalore South,215,IDENTITY THEFT,12,F,Poison,Violent Crime,13,No,
32310,08-09-2023 13:00,09-08-2023 05:00,08-09-2023 19:41,Bangalore East,319,HOMICIDE,21,M,Knife,Other Crime,8,No,
32321,09-09-2023 09:00,09-08-2023 16:00,08-09-2023 23:19,Bangalore East,566,FIREARM OFFENSE,57,F,Other,Fire Accident,19,No,
32323,10-09-2023 17:00,09-08-2023 18:00,08-09-2023 21:22,Bangalore South,412,ILLEGAL POSSESSION,61,M,Firearm,Other Crime,13,Yes,17-11-2023 17:00
32330,10-09-2023 19:00,09-09-2023 01:00,09-09-2023 19:09,Bangalore North,377,SEXUAL ASSAULT,65,F,Explosives,Violent Crime,10,Yes,09-07-2024 19:00
32339,10-09-2023 04:00,09-09-2023 10:00,09-09-2023 15:03,Bangalore North,577,DRUG OFFENSE,19,M,Poison,Other Crime,5,Yes,29-09-2023 04:00
32349,10-09-2023 15:00,09-09-2023 20:00,10-09-2023 15:38,Bangalore North,418,SEXUAL ASSAULT,32,F,Explosives,Violent Crime,7,No,
32354,11-09-2023 03:00,09-10-2023 01:00,10-09-2023 12:58,Bangalore West,176,HOMICIDE,32,F,Firearm,Other Crime,2,Yes,29-03-2025 03:00
32357,12-09-2023 20:00,09-10-2023 04:00,11-09-2023 01:24,Bangalore East,150,ROBBERY,72,F,Explosives,Violent Crime,13,Yes,08-12-2023 20:00
32405,14-09-2023 09:00,09-12-2023 04:00,12-09-2023 21:54,Bangalore North,285,DRUG OFFENSE,74,F,None,Other Crime,19,Yes,14-11-2023 09:00
32408,13-09-2023 01:00,09-12-2023 07:00,12-09-2023 15:11,Bangalore West,390,FRAUD,72,F,None,Other Crime,5,No,
32433,14-09-2023 17:00,09-13-2023 08:00,13-09-2023 20:33,Bangalore South,502,SEXUAL ASSAULT,59,F,Explosives,Violent Crime,7,No,
32436,14-09-2023 01:00,09-13-2023 11:00,13-09-2023 22:26,Bangalore East,586,HOMICIDE,69,F,Other,Other Crime,7,No,
32443,16-09-2023 02:00,09-13-2023 18:00,14-09-2023 11:57,Bangalore East,123,ILLEGAL POSSESSION,44,F,Blunt Object,Other Crime,11,No,
